"filename", "language", "C++", "QRC", "XML", "HTML", "Markdown", "Objective-C++", "CMake", "C", "comment", "blank", "total"
"c:\Users\umara\Desktop\Vaultorix\resources\icons\xDark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\xLight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\illustrations\folder-dark.svg", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 1, 5, 12
"c:\Users\umara\Desktop\Vaultorix\resources\illustrations\folder-light.svg", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 1, 5, 12
"c:\Users\umara\Desktop\Vaultorix\resources\resources.qrc", "QRC", 0, 145, 0, 0, 0, 0, 0, 0, 0, 1, 146
"c:\Users\umara\Desktop\Vaultorix\resources\terms\termsConds.html", "HTML", 0, 0, 0, 148, 0, 0, 0, 0, 0, 19, 167
"c:\Users\umara\Desktop\Vaultorix\src\core\config\APIConfig.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 8, 10, 46
"c:\Users\umara\Desktop\Vaultorix\src\core\config\Constants.h", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 15, 60
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\encryption\Encryption.cpp", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 0, 17, 88
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\encryption\Encryption.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\key\KeyManager.cpp", "C++", 206, 0, 0, 0, 0, 0, 0, 0, 2, 43, 251
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\key\KeyManager.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"c:\Users\umara\Desktop\Vaultorix\src\core\errors\DeleteError.h", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\umara\Desktop\Vaultorix\src\core\errors\EncryptError.h", "C++", 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\umara\Desktop\Vaultorix\src\core\errors\ImportError.h", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\src\core\services\account_settings\AccountSettingsService.cpp", "C++", 289, 0, 0, 0, 0, 0, 0, 0, 13, 55, 357
"c:\Users\umara\Desktop\Vaultorix\src\core\services\account_settings\AccountSettingsService.h", "C++", 50, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\OTPService.cpp", "C++", 117, 0, 0, 0, 0, 0, 0, 0, 14, 26, 157
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\OTPService.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 2, 6, 38
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SigninService.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 1, 16, 81
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SigninService.h", "C++", 32, 0, 0, 0, 0, 0, 0, 0, 4, 9, 45
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SignupService.cpp", "C++", 114, 0, 0, 0, 0, 0, 0, 0, 7, 25, 146
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SignupService.h", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 5, 13, 64
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\TokenManager.cpp", "C++", 230, 0, 0, 0, 0, 0, 0, 0, 18, 64, 312
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\TokenManager.h", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 21, 14, 105
"c:\Users\umara\Desktop\Vaultorix\src\core\services\report_bug\ReportBugService.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 0, 12, 18, 113
"c:\Users\umara\Desktop\Vaultorix\src\core\services\report_bug\ReportBugService.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\umara\Desktop\Vaultorix\src\core\services\update\UpdateService.cpp", "C++", 138, 0, 0, 0, 0, 0, 0, 0, 3, 33, 174
"c:\Users\umara\Desktop\Vaultorix\src\core\services\update\UpdateService.h", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 7, 11, 67
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\database\Database.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 15, 77
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\database\Database.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\models\FileMetadata.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\models\FileStatus.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\models\FileType.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\repository\FileRepository.cpp", "C++", 188, 0, 0, 0, 0, 0, 0, 0, 0, 44, 232
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\repository\FileRepository.h", "C++", 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\storage\StorageService.cpp", "C++", 91, 0, 0, 0, 0, 0, 0, 0, 8, 30, 129
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\storage\StorageService.h", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 1, 19, 84
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\DeleteTask.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\DeleteTask.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\EncryptTask.cpp", "C++", 105, 0, 0, 0, 0, 0, 0, 0, 1, 34, 140
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\EncryptTask.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\ImportTask.cpp", "C++", 77, 0, 0, 0, 0, 0, 0, 0, 0, 26, 103
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\ImportTask.h", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\umara\Desktop\Vaultorix\src\core\session\SessionManager.cpp", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 0, 22, 93
"c:\Users\umara\Desktop\Vaultorix\src\core\session\SessionManager.h", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 10, 48
"c:\Users\umara\Desktop\Vaultorix\src\core\system\DeviceInfo.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 5, 8, 33
"c:\Users\umara\Desktop\Vaultorix\src\core\system\DeviceInfo.h", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\umara\Desktop\Vaultorix\src\core\theme\ThemeManager.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 2, 13, 52
"c:\Users\umara\Desktop\Vaultorix\src\core\theme\ThemeManager.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"c:\Users\umara\Desktop\Vaultorix\src\core\utils\Utils.cpp", "C++", 94, 0, 0, 0, 0, 0, 0, 0, 55, 44, 193
"c:\Users\umara\Desktop\Vaultorix\src\core\utils\Utils.h", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 36, 30, 140
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\EmailValidator.cpp", "C++", 128, 0, 0, 0, 0, 0, 0, 0, 10, 43, 181
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\EmailValidator.h", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 5, 9, 45
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\NameValidator.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\NameValidator.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\PasswordValidator.cpp", "C++", 95, 0, 0, 0, 0, 0, 0, 0, 0, 30, 125
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\PasswordValidator.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\UsernameValidator.cpp", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 30, 129
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\UsernameValidator.h", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 4, 9, 38
"c:\Users\umara\Desktop\Vaultorix\src\main.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 2, 4, 18
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\auth_coordinator\AuthCoordinator.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 35, 24, 124
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\auth_coordinator\AuthCoordinator.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 5, 12, 47
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\auth_window\AuthWindow.cpp", "C++", 188, 0, 0, 0, 0, 0, 0, 0, 38, 52, 278
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\auth_window\AuthWindow.h", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 22, 32, 119
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\otp\OTP.cpp", "C++", 322, 0, 0, 0, 0, 0, 0, 0, 32, 92, 446
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\otp\OTP.h", "C++", 82, 0, 0, 0, 0, 0, 0, 0, 20, 32, 134
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\signin\Signin.cpp", "C++", 149, 0, 0, 0, 0, 0, 0, 0, 24, 43, 216
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\signin\Signin.h", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 14, 20, 75
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\signup\Signup.cpp", "C++", 333, 0, 0, 0, 0, 0, 0, 0, 29, 82, 444
"c:\Users\umara\Desktop\Vaultorix\src\ui\auth\signup\Signup.h", "C++", 81, 0, 0, 0, 0, 0, 0, 0, 11, 26, 118
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Button.cpp", "C++", 439, 0, 0, 0, 0, 0, 0, 0, 30, 132, 601
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Button.h", "C++", 147, 0, 0, 0, 0, 0, 0, 0, 17, 37, 201
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ButtonMenu.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 2, 11, 41
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ButtonMenu.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 2, 7, 22
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\CheckBox.cpp", "C++", 172, 0, 0, 0, 0, 0, 0, 0, 9, 49, 230
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\CheckBox.h", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 2, 11, 50
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ComboBox.cpp", "C++", 261, 0, 0, 0, 0, 0, 0, 0, 8, 72, 341
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ComboBox.h", "C++", 82, 0, 0, 0, 0, 0, 0, 0, 6, 25, 113
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Delegate.cpp", "C++", 97, 0, 0, 0, 0, 0, 0, 0, 13, 30, 140
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Delegate.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Dialog.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Dialog.h", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Label.cpp", "C++", 107, 0, 0, 0, 0, 0, 0, 0, 5, 21, 133
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Label.h", "C++", 50, 0, 0, 0, 0, 0, 0, 0, 0, 14, 64
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\LineProgress.cpp", "C++", 169, 0, 0, 0, 0, 0, 0, 0, 3, 38, 210
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\LineProgress.h", "C++", 60, 0, 0, 0, 0, 0, 0, 0, 1, 23, 84
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Menu.cpp", "C++", 294, 0, 0, 0, 0, 0, 0, 0, 12, 89, 395
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Menu.h", "C++", 96, 0, 0, 0, 0, 0, 0, 0, 29, 41, 166
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Popup.cpp", "C++", 93, 0, 0, 0, 0, 0, 0, 0, 6, 28, 127
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Popup.h", "C++", 33, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\RoundedBox.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 2, 15, 82
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\RoundedBox.h", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ScrollBar.cpp", "C++", 116, 0, 0, 0, 0, 0, 0, 0, 0, 28, 144
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ScrollBar.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 12, 48
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Seperator.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Seperator.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\SmoothOpacity.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\SmoothOpacity.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\SmoothShadow.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\SmoothShadow.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\SpinnerProgress.cpp", "C++", 132, 0, 0, 0, 0, 0, 0, 0, 3, 34, 169
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\SpinnerProgress.h", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 1, 20, 75
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\TextEdit.cpp", "C++", 161, 0, 0, 0, 0, 0, 0, 0, 13, 40, 214
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\TextEdit.h", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 5, 13, 57
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\TextField.cpp", "C++", 366, 0, 0, 0, 0, 0, 0, 0, 9, 82, 457
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\TextField.h", "C++", 112, 0, 0, 0, 0, 0, 0, 0, 11, 29, 152
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Toggle.cpp", "C++", 204, 0, 0, 0, 0, 0, 0, 0, 14, 57, 275
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\Toggle.h", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 1, 26, 97
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ToolTip.cpp", "C++", 164, 0, 0, 0, 0, 0, 0, 0, 15, 42, 221
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ToolTip.h", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 14, 52
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ViewModeToggle.cpp", "C++", 78, 0, 0, 0, 0, 0, 0, 0, 8, 23, 109
"c:\Users\umara\Desktop\Vaultorix\src\ui\components\ViewModeToggle.h", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 7, 14, 50
"c:\Users\umara\Desktop\Vaultorix\src\ui\dialogs\confirm_dialog\ConfirmDialog.cpp", "C++", 148, 0, 0, 0, 0, 0, 0, 0, 7, 39, 194
"c:\Users\umara\Desktop\Vaultorix\src\ui\dialogs\confirm_dialog\ConfirmDialog.h", "C++", 60, 0, 0, 0, 0, 0, 0, 0, 13, 22, 95
"c:\Users\umara\Desktop\Vaultorix\src\ui\dialogs\error_dialog\ErrorDialog.cpp", "C++", 138, 0, 0, 0, 0, 0, 0, 0, 2, 39, 179
"c:\Users\umara\Desktop\Vaultorix\src\ui\dialogs\error_dialog\ErrorDialog.h", "C++", 61, 0, 0, 0, 0, 0, 0, 0, 13, 22, 96
"c:\Users\umara\Desktop\Vaultorix\src\ui\dialogs\terms_conditions\TermsConditions.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 4, 11, 50
"c:\Users\umara\Desktop\Vaultorix\src\ui\dialogs\terms_conditions\TermsConditions.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 5, 10, 33
"c:\Users\umara\Desktop\Vaultorix\src\ui\utils\Utils.cpp", "C++", 188, 0, 0, 0, 0, 0, 0, 0, 33, 59, 280
"c:\Users\umara\Desktop\Vaultorix\src\ui\utils\Utils.h", "C++", 105, 0, 0, 0, 0, 0, 0, 0, 20, 34, 159
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\about\About.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 6, 20, 85
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\about\About.h", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 1, 6, 32
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\account_settings\AccountSettings.cpp", "C++", 658, 0, 0, 0, 0, 0, 0, 0, 133, 189, 980
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\account_settings\AccountSettings.h", "C++", 120, 0, 0, 0, 0, 0, 0, 0, 56, 32, 208
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\empty_state\EmptyState.cpp", "C++", 80, 0, 0, 0, 0, 0, 0, 0, 9, 24, 113
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\empty_state\EmptyState.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\preferences\Preferences.cpp", "C++", 160, 0, 0, 0, 0, 0, 0, 0, 51, 52, 263
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\preferences\Preferences.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 19, 13, 67
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\report_bug\ReportBug.cpp", "C++", 142, 0, 0, 0, 0, 0, 0, 0, 19, 41, 202
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\report_bug\ReportBug.h", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 10, 16, 63
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\statusbar\Statusbar.cpp", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 8, 18, 72
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\statusbar\Statusbar.h", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 7, 13, 47
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\toolbar\Toolbar.cpp", "C++", 81, 0, 0, 0, 0, 0, 0, 0, 13, 23, 117
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\toolbar\Toolbar.h", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 12, 19, 69
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\update\Update.cpp", "C++", 229, 0, 0, 0, 0, 0, 0, 0, 62, 81, 372
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\update\Update.h", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 20, 19, 98
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\user\User.cpp", "C++", 136, 0, 0, 0, 0, 0, 0, 0, 6, 39, 181
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\user\User.h", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 4, 12, 54
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\user_menu\UserMenu.cpp", "C++", 172, 0, 0, 0, 0, 0, 0, 0, 20, 52, 244
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\user_menu\UserMenu.h", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 6, 16, 61
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\vault_window\VaultWindow.cpp", "C++", 284, 0, 0, 0, 0, 0, 0, 0, 44, 79, 407
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\vault_window\VaultWindow.h", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 20, 28, 119
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\view\View.cpp", "C++", 205, 0, 0, 0, 0, 0, 0, 0, 25, 51, 281
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\view\View.h", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 12, 21, 89
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\view\ViewDelegate.cpp", "C++", 336, 0, 0, 0, 0, 0, 0, 0, 54, 97, 487
"c:\Users\umara\Desktop\Vaultorix\src\ui\vault\view\ViewDelegate.h", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 6, 15, 76
"c:\Users\umara\Desktop\Vaultorix\src\ui\windows\subwindow\Subwindow.cpp", "C++", 229, 0, 0, 0, 0, 0, 0, 0, 12, 64, 305
"c:\Users\umara\Desktop\Vaultorix\src\ui\windows\subwindow\Subwindow.h", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 12, 25, 108
"c:\Users\umara\Desktop\Vaultorix\src\ui\windows\window\Window.cpp", "C++", 304, 0, 0, 0, 0, 0, 0, 0, 10, 74, 388
"c:\Users\umara\Desktop\Vaultorix\src\ui\windows\window\Window.h", "C++", 82, 0, 0, 0, 0, 0, 0, 0, 15, 28, 125
"Total", "-", 49644, 145, 1128, 148, 17, 214, 235, 111, 8468, 10805, 70915